Category,Name,Price,Reviews,URL,Clean_Price,Clean_Reviews,Clean_Rating,Price_Category,Value_Score
Electronics,,US$35.99,0,https://www.banggood.com/FNIRSI-FNB58-USB-QC-or-PD-Voltage-and-Current-Meter-Tester-Type-C-Multi-functional-Fast-Charging-Tester-HD-Screen-Display-Human-Computer-Interaction-Cable-Detection-Measure-Module-p-1969833.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6321012,,0,0.0,High,0.0
Electronics,,US$6.99,0,https://www.banggood.com/ABBREE-AR-771S-SMA-Female-Universal-Soft-Antenna-For-Baofeng-UV5R-UV5RH-BF888S-Quansheng-p-2036442.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6308406,,0,0.0,High,0.0
Electronics,,US$219.99,0,https://www.banggood.com/EU-or-US-or-BR-Direct-LONGER-RAY5-10W-Laser-Engraver-0_06x0_06mm-Laser-Spot-Air-Assist-Touch-Screen-Offline-Carving-32-Bit-Chipset-WiFi-Connection-Working-Area-400x400mm-p-1990566.html?rmmds=ElectronicsFlashDeals&cur_warehouse=USA&ID=0,,0,0.0,High,0.0
Electronics,,US$26.99,0,https://www.banggood.com/Hiseeu-4MP-or-5MP-PTZ-IP-Camera-Outdoor-Security-AI-Human-Detection-H_265X-Wireless-WiFi-Video-Surveillance-Cameras-iCsee-P2P-p-1982158.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6332600,,0,0.0,High,0.0
Electronics,,US$49.99,0,https://www.banggood.com/AT-14-4-Way-Coax-Remote-Antenna-Switch-Convenient-Switching-1_8MHz-60MHz-500W-PEP-p-2036380.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$43.99,0,https://www.banggood.com/AMNVOLT-V3S-Upgraded-Version-V4-ATS-Mini-SI4732-Radio-All-Band-Receiver-CNC-Metal-DSP-AM-FM-SSB-LSB-USB-Hi-Z-Circuit-p-2042092.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$20.99,0,https://www.banggood.com/2Pcs-Baofeng-BF-T18-Mini-Walkie-Talkie-PMR446-License-Free-16-Channels-2W-Power-Long-Range-Type-C-Rechargeable-NOAA-Weather-Alerts-Hands-Free-Two-Way-Radio-p-2033612.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$459.99,0,https://www.banggood.com/EU-or-US-or-BR-DirectTWO-TREES-TTC450-Pro-CNC-Laser-Engraver-460x460mm-Working-Area-Rounter-Machine-80W-Spindle-Motor-3-Axis-Control-Cutting-Engraving-Tool-for-Wood-Acrylic-Aluminum-p-2019630.html?rmmds=ElectronicsFlashDeals&cur_warehouse=USA&ID=47757,,0,0.0,High,0.0
Electronics,,US$47.99,0,https://www.banggood.com/Hiseeu-WTD904D-4MP-Pixels-Solar-Powered-Wireless-WIFI-IP-Camera-with-Color-Night-Vision-PIR-Motion-Alerts-5200mAh-Battery-Low-power-consumption-IP66-Waterproof-Security-Camera-p-2037961.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287845,,0,0.0,High,0.0
Electronics,,US$289.99,0,https://www.banggood.com/Micro-PA100-100W-HF-Amplifier-Auto-TX-or-RX-and-LPF-Switching-SWR-or-Temp-Protection-Compatible-with-ICOM-or-YAESU-or-XIEGU-p-2031508.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6322210,,0,0.0,High,0.0
Electronics,,US$16.99,0,https://www.banggood.com/2-in-1-Version-WiFi-Function-Tuya-And-Smart-Life-Smoke-Detector-Sensor-and-Carbon-Monoxide-Co-Gas-Detector-Smoke-Fire-Sound-Alarm-p-1978139.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6327276,,0,0.0,High,0.0
Electronics,,US$5.99,0,https://www.banggood.com/ABBREE-AR-806-AR-806+-Dual-Band-Mini-Antenna-136-174MHz-400-480MHz-SMA-Female-High-Gain-for-Baofeng-UV-5R-BF-888S-Walkie-Talkie-p-2028878.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6331085,,0,0.0,High,0.0
Electronics,,US$7.99,0,https://www.banggood.com/Anti-lose-Tracker-for-iOS-Airtag-Replacement-via-Find-My-Bluetooth-GPS-Tracker-for-Luggage-iOS-MFi-Key-Finder-p-2033271.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6327276,,0,0.0,High,0.0
Electronics,,US$5.49,0,https://www.banggood.com/ABBREE-AR-805S-Dual-Band-Antenna-144MHz-430MHz-10W-SMA-Female-Connector-High-Gain-Compact-Design-for-Handheld-Radios-p-2028877.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=527743,,0,0.0,High,0.0
Electronics,,US$229.00,0,https://www.banggood.com/KINGROON-PETG-3D-Printer-Filament-1_75mm-10kg-Grey-High-Strength-Easy-to-Print-Eco-Friendly-No-Bubbles-Smooth-Printing-High-Precision-p-2035806.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287836,,0,0.0,High,0.0
Electronics,,US$149.00,0,https://www.banggood.com/EU-or-US-DirectRefurbished-SCULPFUN-iCube-Pro-5W-Laser-Engraver-Portable-Laser-Engraving-Machine-with-Smoke-Filter-Temperature-Alarm-130x130mm-Engraving-Area-p-2024681.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=47757,,0,0.0,High,0.0
Electronics,,US$169.99,0,https://www.banggood.com/EU-or-US-or-BR-Direct-TWO-TREES-TS1-Mini-Laser-Engraver-Machine-3W-80x80mm-Engraving-Area-Desktop-CNC-Engraving-for-Wood-Leather-Plastic-Offline-Operation-with-Safety-Goggles-Lightburn-Compatible-DIY-Craft-Tool-p-2032894.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6331903,,0,0.0,High,0.0
Electronics,,US$49.99,0,https://www.banggood.com/Iradio-UV-99-20W-Walkie-Talkie-Air-Multi-Band-High-Power-FM-NOAA-1024CH-Wireless-Copy-Frequency-Long-Range-Type-C-Charging-Ham-Two-Way-Radio-p-2034060.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287837,,0,0.0,High,0.0
Electronics,,US$109.99,0,https://www.banggood.com/Artillery-PLA-3D-Printer-Filament-1_75mm-10KG-Black-High-Precision-Eco-Friendly-Multiple-Colors-Zero-Bubble-Perfect-for-Models-and-Mechanical-Parts-p-2040707.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$11.66,0,https://www.banggood.com/Signal-Amplifier-100k-6GHz-Full-Band-Low-Noise-9037BAT-LNA-RF-Amplifier-High-Linearity-Ultra-Low-Noise-Gain-Block-Amplifier-p-2012844.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$699.00,0,https://www.banggood.com/EU-or-US-or-BR-DirectAlgolaser-Alphas-MK2-20W-Laser-Engraver-Diode-Laser-20000mm-or-min-Smart-Touchscreen-32GB-Storage-Multi-Software-Support-p-2023613.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=530035,,0,0.0,High,0.0
Electronics,,US$13.91,0,https://www.banggood.com/JYETech-DSO183-DIY-Oscilloscope-Kit-500KHz-ADC-Built-in-Signal-Generator-Waveform-Display-for-Electronic-Competition-Training-p-2035976.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6321524,,0,0.0,High,0.0
Electronics,,US$9.99,0,https://www.banggood.com/Laser-Engraving-Blank-Aluminum-Sheets-86x54x021mm-Smooth-Surface-for-Business-Cards-Gift-Cards-DIY-Projects-p-2043312.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$33.99,0,https://www.banggood.com/Baofeng-UV-9R-Pro-V2-High-Power-Long-Range-Walkie-Talkie-128-Channels-Tri-Power-Multi-band-Wireless-Copy-Frequency-IP68-Waterproof-Type-C-Rechargeable-Ham-Two-Way-Radio-with-Flashlight-p-2030668.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$9.99,0,https://www.banggood.com/M9-Wireless-Video-Doorbell-Night-Vision-Two-way-Intercom-2_4G-WiFi-Phone-Remote-Visual-Door-Bell-50M-Penetration-p-2008337.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$899.99,0,https://www.banggood.com/IKier-K1-Pro-24W-Laser-Engraving-Machine-Engraver-With-4_3-inch-Touch-Screen-800mm-or-s-Ultra-Fast-Speed-Motorized-Z-axis-Autofocus-p-2032588.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=47184,,0,0.0,High,0.0
Electronics,,US$19.99,0,https://www.banggood.com/Quansheng-UV-5R-PLUS-Walkie-Talkie-5W-Air-Band-Radio-Charge-UHF-VHF-DTMF-FM-Scrambler-NOAA-Wireless-Frequency-Two-Way-CB-Radio-p-2009655.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$119.99,0,https://www.banggood.com/Hiseeu-8WK-4HD403-3MP-Wireless-WiFi-CCTV-Video-Surveillance-Camera-System-Outdoor-Audio-Street-Security-Protection-IP-Kit-Hiseeu-Motion-Alarm-p-1977294.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$25.22,0,https://www.banggood.com/Donut-AM-MW-or-SW-Mini-Loop-Antenna+High-Resistance-Amplifier-Kit-for-HFDY-Malahiteam-DSP-DSP2-Receiver-HF-Middle-Wave-p-1997437.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$39.99,0,https://www.banggood.com/Bajeton-BJ-8300-10W-Multi-Band-Handheld-Radio-bluetooth-Programmable-NOAA-Weather-Alert-Spectrum-Analyzer-SW-MW-LW-AM-SSB-CB-Transceiver-Two-way-Radio-Walkie-Talkie-p-2038492.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6332569,,0,0.0,High,0.0
Electronics,,US$264.99,0,https://www.banggood.com/Hohem-M7-iSteady-M7-Cell-Phone-Gimbal-Stabilizer-3-axis-Anti-Shake-Stands-Extendable-Selfie-Stick-for-Live-Vlog-p-2029635.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6331384,,0,0.0,High,0.0
Electronics,,US$19.99,0,https://www.banggood.com/2Pcs-ITSOK-PMR446-Mini-Walkie-Talkie-Long-Range-Commutator-Station-Kid-Toys-Amateur-Radio-Portable-Handheld-Two-Way-Radio-European-Version-p-1993900.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$5.99,0,https://www.banggood.com/KEWEISI-KWS-1902L-Type-C-Tester-4-30V-0-8A-Power-Meter-USB-Fast-Charging-Monitor-Bidirectional-Testing-TFT-Display-High-Precision-Voltage-Current-Measurement-p-2041769.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287845,,0,0.0,High,0.0
Electronics,,US$64.99,0,https://www.banggood.com/Baofeng-DM-32UV-8W-Power-DMR-Digital-Analog-Walkie-Talkie-2_0-inch-TFT-GPS-APRS-4000-Channels-NOAA-VOXs-Type-C-Two-Way-Radio-With-Earphones-p-2033070.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287837,,0,0.0,High,0.0
Electronics,,US$28.99,0,https://www.banggood.com/BinTolk-BT8200-10W-Multi-Band-Radio-Walkie-Talkie-256-Channels-bluetooth-APP-Programming-NOAA-Weather-Alert-Type-C-Charging-Tri-Power-Output-VOXTwo-Way-Radio-p-2033105.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6306498,,0,0.0,High,0.0
Electronics,,US$999.00,0,"https://www.banggood.com/EU-or-US-Direct-LONGER-RAY5-20W-Laser-Engraver-Cutter,Fixed-Focus,0_08+0_1mm-Laser-Spot,Color-Touchscreen,32-Bit-Chipset,Support-APP-Connection,Working-Area-375+375mm-p-1990568.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0",,0,0.0,High,0.0
Electronics,,US$46.99,0,https://www.banggood.com/IRadio-DM-UV4R-DMR-Digital-Analog-Walkie-Talkie-Dual-Mode-1024-Channels-AES-256-Encryption-UHF-VHF-Wide-Frequency-Range-NOAA-Weather-Alerts-Type-C-Charging-Two-Way-Radio-p-2034095.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6332569,,0,0.0,High,0.0
Electronics,,US$399.00,0,https://www.banggood.com/EU-or-US-Direct-SCULPFUN-S9-Laser-Engraving-Machine-Laser-Beam-Shaping-Technology-High-precision-Wood-Acrylic-Laser-Engraver-Cutting-Machine-410x420mm-Engraving-Area-Full-Metal-Structure-Quick-Assembly-Design-p-1897981.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=47184,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/Baofeng-DM-32UV-Walkie-Talkie-DMR-Digital-Analog-Two-Way-Radio-8W-Power-GPS-APRS-4000-Channels-Dual-Mode-Communication-Green-Walkie-Talkie-p-2028868.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/Baofeng-DM-32UV-8W-DMR-Digital-Analog-Walkie-Talkie-2_0-inch-TFT-GPS-APRS-4000-Channels-Type-C-NOAA-VOXs-Sand-Color-Two-Way-Radio-p-2031506.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/BAOFENG-UV-S9-Plus-Walkie-Talkie-Green-Yellow-Tri-Band-10W-With-USB-Charger-Powerful-CB-Radio-Transceiver-VHF-UHF-p-1924148.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/Hiseeu-HB615-H_265-5MP-Security-IP-Camera-POE-ONVIF-Outdoor-Waterproof-IP66-CCTV-P2P-Video-Camera-p-1378632.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/Hiseeu-C90-4MP-Solar-WIFI-IP-Camera-HD-Video-Night-Full-Color-AI-Motion-Detect-Two-Way-Talk-100-pencent-Wireless-with-1_6W-Solar-Panel-Eseecloud-App-p-2020045.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/Hiseeu-HB718-PA-4K-8MP-POE-IP-Camera-Intelligent-Night-Vision-P2P-Motion-Detection-Two-way-Audio-H_265-Waterproof-Outdoor-CCTV-Safety-Camera-for-Home-Use-p-1975987.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/EU-or-US-DirectTWO-TREES-500W-Air-Cooled-Cooling-Kit-for-CNC-Routers-p-2038889.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/EU-or-UK-or-US-or-AU-or-MX-DirectTWOTREES-10W-TTS-10-PRO-Laser-Engraver-Upgraded-Totem-S-Engraving-Machine-300x300mm-Engraving-Area-10W-Laser-Module-APP-Connection-Remote-Control-p-1998958.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/BR-Direct-TwoTrees-TTS-20-Pro-130W-High-Speed-Laser-Engraver-CNC-Support-Offline-Engraving-Metal-20W-Powerful-Laser-Engraving-Machine-p-1990491.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/EU-or-US-DirectRefurbished-AtomStack-P1-5W-Diode-Laser+1_2W-Infrared-Laser-Engraving-Machine-Portable-Dual-motor-Drive-10000mm-or-min-110+110mm-Working-Area-0_1mm-High-Precision-Dual-Laser-Engraver-for-Woods-Bamboo-Metal-Plastic-p-2043695.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/EU-or-US-Direct-ATOMSTACK-Swift-7W-Portable-Laser-Engraver-300x300mm-10000mm-or-min-DIY-Laser-Cut-Engraving-Machine-for-Wood-and-Metal-Dark-Acrylic-Glass-Metal-p-2042356.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,,0,https://www.banggood.com/EU-or-US-DirectATOMSTACK-Swift-12W-Portable-Laser-Engraver-300x300mm-10000mm-or-min-DIY-Laser-Cut-Engraving-Machine-for-Wood-and-Metal-Dark-Acrylic-Glass-Metal-p-2042366.html?rmmds=ElectronicsFlashDeals,,0,0.0,High,0.0
Electronics,,US$44.99,0,https://www.banggood.com/4MP-HD-WiFi-Solar-Powered-Camera-PTZ-Night-Vision-PIR-Human-Detect-Two-Way-Audio-7200mAh-Battery-Outdoors-Wireless-Security-CCTV-Camera-p-2041856.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287845,,0,0.0,High,0.0
Electronics,,US$6.99,0,https://www.banggood.com/ABBREE-AR-771S-SMA-Female-Universal-Soft-Antenna-For-Baofeng-UV5R-UV5RH-BF888S-Quansheng-p-2036442.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6308406,,0,0.0,High,0.0
Electronics,,US$23.99,0,https://www.banggood.com/Chameleon-3_0-Smart-Card-Emulator-Compatible-with-NFC-Reader-Writer-RFID-Smart-Chip-ID-IC-Reader-Tag-Copyer-p-2041415.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$9.99,0,https://www.banggood.com/Laser-Engraving-Blank-Aluminum-Sheets-86x54x021mm-Smooth-Surface-for-Business-Cards-Gift-Cards-DIY-Projects-p-2043312.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$42.99,0,https://www.banggood.com/PGST-PG-103-Tuya-Wireless-Alarm-System-for-Home-Burglar-Security-WiFi-GSM-APP-Voice-Control-Support-Alexa-Google-Assistant-p-2004950.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$52.99,0,https://www.banggood.com/0_5-470MHz-RF-Signal-Generator-for-FM-Walkie-Talkie-Sensitivity-Test-with-CTCSS-and-800Hz-Modulation-120dBm-Accuracy-p-2036459.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=229,,0,0.0,High,0.0
Electronics,,US$35.99,0,https://www.banggood.com/FNIRSI-FNB58-USB-QC-or-PD-Voltage-and-Current-Meter-Tester-Type-C-Multi-functional-Fast-Charging-Tester-HD-Screen-Display-Human-Computer-Interaction-Cable-Detection-Measure-Module-p-1969833.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6321012,,0,0.0,High,0.0
Electronics,,US$16.99,0,https://www.banggood.com/RANA-Z-Axis-Lift-Height-Adjuster-55mm-Stroke-Sheet-Metal-Design-Laser-Module-Focusing-Control-TT-5_5S-TTS-25-TTS-55-TTS-10-Engraving-Machine-Accessory-p-2040923.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$22.99,0,https://www.banggood.com/DC1018p-DC1036p-5V-or-9V-or-12V-Large-Capacity-UPS-For-Router-Mini-UPS-Uninterrupted-Power-Supply-DC1018p-or-DC1036p-Ion-Backup-Battery-p-2032635.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=471846332500,,0,0.0,High,0.0
Electronics,,US$299.99,0,https://www.banggood.com/AMNVOLT-ATR1000-1000W-1_8-30MHz-Automatic-Antenna-Tuner-HF-Shortwave-Radio-Tuner-Supports-WIFI-Remote-Control-For-YAESU-ICOM-p-2042560.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6287830,,0,0.0,High,0.0
Electronics,,US$29.99,0,"https://www.banggood.com/SCULPFUN-S9-Air-Assist-Nozzle-Kit-without-Air-Pump,High-Speed-Air-Assist,Full-Metal-Structure-p-1963500.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0",,0,0.0,High,0.0
Electronics,,US$37.99,0,https://www.banggood.com/WG39-WiFi-IP-Camera-1080P-Full-Color-Night-Vision-IP66-Waterproof-Two-Way-Audio-Pan-Tilt-Control-AI-Motion-Monitoring-EU-Plug-Security-Camera-p-2035242.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=47184,,0,0.0,High,0.0
Electronics,,US$5.39,0,https://www.banggood.com/12V-or-24V-or-36V-or-48V-8-70V-LCD-Acid-Lead-3_7V-Lithium-Battery-Capacity-Indicator-Digital-Voltmeter-p-1326158.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$17.99,0,https://www.banggood.com/SCULPFUN-S9-or-S10-standard-limit-switch-Open-homing-positioning-function-Perfect-match-S9-or-S10-Easy-to-install-Direct-use-no-need-purchasing-additional-accessories-p-1974938.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$16.99,0,https://www.banggood.com/2-in-1-Version-WiFi-Function-Tuya-And-Smart-Life-Smoke-Detector-Sensor-and-Carbon-Monoxide-Co-Gas-Detector-Smoke-Fire-Sound-Alarm-p-1978139.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6327276,,0,0.0,High,0.0
Electronics,,US$5.99,0,https://www.banggood.com/ABBREE-AR-806-AR-806+-Dual-Band-Mini-Antenna-136-174MHz-400-480MHz-SMA-Female-High-Gain-for-Baofeng-UV-5R-BF-888S-Walkie-Talkie-p-2028878.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6331085,,0,0.0,High,0.0
Electronics,,US$7.99,0,https://www.banggood.com/Anti-lose-Tracker-for-iOS-Airtag-Replacement-via-Find-My-Bluetooth-GPS-Tracker-for-Luggage-iOS-MFi-Key-Finder-p-2033271.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6327276,,0,0.0,High,0.0
Electronics,,US$5.49,0,https://www.banggood.com/ABBREE-AR-805S-Dual-Band-Antenna-144MHz-430MHz-10W-SMA-Female-Connector-High-Gain-Compact-Design-for-Handheld-Radios-p-2028877.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=527743,,0,0.0,High,0.0
Electronics,,US$5.49,0,https://www.banggood.com/BAOFENG-2-Pins-Plug-USB-Programming-Cable-for-Walkie-Talkie-for-UV-5R-serise-BF-888S-Walkie-Talkie-Accessories-p-1738108.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$3.59,0,https://www.banggood.com/8_5-x-5_5cm-400-Tie-Points-400-Holes-Solderless-Breadboard-Bread-Board-p-91872.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$5.49,0,https://www.banggood.com/ABBREE-AR-188-SMA-Female-Tactical-Antenna-Dual-Band-25W-UHF-or-VHF-136-174MHz-400-520MHz-High-Gain-Compatible-With-Baofeng-Radios-Enhanced-Signal-Reception-p-2031219.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=0,,0,0.0,High,0.0
Electronics,,US$6.99,0,https://www.banggood.com/ABBREE-AR-795-Walkie-Talkie-Antenna-UV-795-Dual-Band-High-Gain-SMA-Female-V-or-UHF-Antenna-for-Baofeng-UV-5R-UV-32-UV-21-PRO-Quansheng-K5-TK11-p-2039743.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=6334679,,0,0.0,High,0.0
Electronics,,US$24.99,0,https://www.banggood.com/Contactless-Smart-Card-Emulator-ID-IC-Chip-Detect-Card-RFID-Tag-Emulator-Compliant-with-NFC-Reading-Writer-p-2041048.html?rmmds=ElectronicsFlashDeals&cur_warehouse=CN&ID=530695,,0,0.0,High,0.0
